F09R1A	6400000162	74
F09R1A	6400000007	32
F09R1A	6400000125	22
F09R1A	6400001621	22
F09R1A	6400002361	6
F09R1A	6400000191	12
F09R1A	6400000190	29
F09R1A	6400001560	71
F09R1A	6400001597	28
F09R1A	6400001562	52
F09R1A	6400002322	3
F09R1A	6400001566	12
F09R1A	6400001753	59
F09R1A	6400001571	37
F09R1A	6400002610	29
F09R1A	6400002827	6
F09R1A	6400000286	46
F09R1A	6400001831	32
F09R1A	6400000326	13
F09R1A	6400001841	6
F09R1A	6400000318	28
F09R1A	6400000711	77
F09R1A	6400001596	7
F09R1A	6400002735	10
F09R1A	6400001578	66
F09R1A	6400001583	29
F09R1A	6400002790	25
F09R1A	6400001586	1
F09R1A	6400002170	7
F09R1A	6400001501	24
F09R1A	6400003002	27
F09R1A	6400001261	7
F09R1A	6400002342	37
F09R1A	6400000814	7
F09R1A	6400002668	9
F09R1A	6400001587	25
F09R1A	6400002673	38
F09R1A	6400002410	44
F09R1A	6400002965	6
F09R1A	6400001591	22
F09R1A	6400001475	18
F09R1A	6400002100	6
F09R1A	6400000080	46
F09R1A	6400002681	7
F13R1A	6400000162	64
F13R1A	6400000007	28
F13R1A	6400000125	19
F13R1A	6400001621	19
F13R1A	6400002361	5
F13R1A	6400000191	10
F13R1A	6400000190	26
F13R1A	6400001560	62
F13R1A	6400001597	24
F13R1A	6400001562	45
F13R1A	6400002322	3
F13R1A	6400001566	10
F13R1A	6400001753	51
F13R1A	6400001571	32
F13R1A	6400002610	26
F13R1A	6400002827	5
F13R1A	6400000286	40
F13R1A	6400001831	28
F13R1A	6400000326	12
F13R1A	6400001841	5
F13R1A	6400000318	24
F13R1A	6400000711	67
F13R1A	6400001596	6
F13R1A	6400002735	9
F13R1A	6400001578	58
F13R1A	6400001583	26
F13R1A	6400002790	22
F13R1A	6400001586	1
F13R1A	6400002170	6
F13R1A	6400001501	21
F13R1A	6400003002	24
F13R1A	6400001261	6
F13R1A	6400002342	32
F13R1A	6400000814	6
F13R1A	6400002668	8
F13R1A	6400001587	22
F13R1A	6400002673	30
F13R1A	6400002410	38
F13R1A	6400002965	5
F13R1A	6400001591	19
F13R1A	6400001475	15
F13R1A	6400002100	5
F13R1A	6400000080	40
F13R1A	6400002681	6
F10R1A	6400000162	86
F10R1A	6400000007	38
F10R1A	6400000125	26
F10R1A	6400001621	26
F10R1A	6400002361	7
F10R1A	6400000191	14
F10R1A	6400000190	34
F10R1A	6400001560	83
F10R1A	6400001597	33
F10R1A	6400001562	60
F10R1A	6400002322	3
F10R1A	6400001566	14
F10R1A	6400001753	68
F10R1A	6400001571	43
F10R1A	6400002610	34
F10R1A	6400002827	7
F10R1A	6400000286	54
F10R1A	6400001831	37
F10R1A	6400000326	15
F10R1A	6400001841	7
F10R1A	6400000318	33
F10R1A	6400000711	89
F10R1A	6400001596	9
F10R1A	6400002735	12
F10R1A	6400001578	77
F10R1A	6400001583	34
F10R1A	6400002790	29
F10R1A	6400001586	2
F10R1A	6400002170	9
F10R1A	6400001501	27
F10R1A	6400003002	32
F10R1A	6400001261	8
F10R1A	6400002342	43
F10R1A	6400000814	9
F10R1A	6400002668	10
F10R1A	6400001587	29
F10R1A	6400002673	40
F10R1A	6400002410	51
F10R1A	6400002965	7
F10R1A	6400001591	26
F10R1A	6400001475	21
F10R1A	6400002100	7
F10R1A	6400000080	53
F10R1A	6400002681	9
F11R1A	6400000162	83
F11R1A	6400000007	37
F11R1A	6400000125	25
F11R1A	6400001621	25
F11R1A	6400002361	7
F11R1A	6400000191	13
F11R1A	6400000190	32
F11R1A	6400001560	81
F11R1A	6400001597	32
F11R1A	6400001562	56
F11R1A	6400002322	3
F11R1A	6400001566	13
F11R1A	6400001753	67
F11R1A	6400001571	42
F11R1A	6400002610	32
F11R1A	6400002827	7
F11R1A	6400000286	52
F11R1A	6400001831	32
F11R1A	6400000326	15
F11R1A	6400001841	7
F11R1A	6400000318	32
F11R1A	6400000711	86
F11R1A	6400001596	8
