I56R1A	6400000162	72
I56R1A	6400000007	32
I56R1A	6400000125	22
I56R1A	6400001621	22
I56R1A	6400002361	6
I56R1A	6400000191	12
I56R1A	6400000190	29
I56R1A	6400001560	70
I56R1A	6400001597	27
I56R1A	6400001562	51
I56R1A	6400002322	3
I56R1A	6400001566	12
I56R1A	6400001753	58
I56R1A	6400001571	36
I56R1A	6400002610	29
I56R1A	6400002827	6
I56R1A	6400000286	46
I56R1A	6400001831	31
I56R1A	6400000326	13
I56R1A	6400001841	6
I56R1A	6400000318	27
I56R1A	6400000711	75
I56R1A	6400001596	7
I56R1A	6400002735	10
I56R1A	6400001578	65
I56R1A	6400001583	29
I56R1A	6400002790	25
I56R1A	6400001586	2
I56R1A	6400002170	7
I56R1A	6400001501	23
I56R1A	6400003002	27
I56R1A	6400001261	7
I56R1A	6400002342	36
I56R1A	6400000814	7
I56R1A	6400002668	9
I56R1A	6400001587	25
I56R1A	6400002673	35
I56R1A	6400002410	43
I56R1A	6400002965	6
I56R1A	6400001591	22
I56R1A	6400001475	17
I56R1A	6400002100	6
I56R1A	6400000080	45
I56R1A	6400002681	7
I57R1A	6400000162	70
I57R1A	6400000007	31
I57R1A	6400000125	21
I57R1A	6400001621	21
I57R1A	6400002361	6
I57R1A	6400000191	11
I57R1A	6400000190	28
I57R1A	6400001560	68
I57R1A	6400001597	27
I57R1A	6400001562	49
I57R1A	6400002322	3
I57R1A	6400001566	11
I57R1A	6400001753	56
I57R1A	6400001571	35
I57R1A	6400002610	28
I57R1A	6400002827	6
I57R1A	6400000286	44
I57R1A	6400001831	30
I57R1A	6400000326	13
I57R1A	6400001841	6
I57R1A	6400000318	27
I57R1A	6400000711	73
I57R1A	6400001596	7
I57R1A	6400002735	10
I57R1A	6400001578	63
I57R1A	6400001583	28
I57R1A	6400002790	24
I57R1A	6400001586	1
I57R1A	6400002170	7
I57R1A	6400001501	22
I57R1A	6400003002	26
I57R1A	6400001261	6
I57R1A	6400002342	35
I57R1A	6400000814	7
I57R1A	6400002668	8
I57R1A	6400001587	24
I57R1A	6400002673	35
I57R1A	6400002410	42
I57R1A	6400002965	6
I57R1A	6400001591	21
I57R1A	6400001475	17
I57R1A	6400002100	6
I57R1A	6400000080	43
I57R1A	6400002681	7
I58R1A	6400000162	75
I58R1A	6400000007	33
I58R1A	6400000125	22
I58R1A	6400001621	22
I58R1A	6400002361	6
I58R1A	6400000191	12
I58R1A	6400000190	30
I58R1A	6400001560	72
I58R1A	6400001597	28
I58R1A	6400001562	52
I58R1A	6400002322	3
I58R1A	6400001566	12
I58R1A	6400001753	60
I58R1A	6400001571	37
I58R1A	6400002610	30
I58R1A	6400002827	6
I58R1A	6400000286	47
I58R1A	6400001831	32
I58R1A	6400000326	13
I58R1A	6400001841	6
I58R1A	6400000318	28
I58R1A	6400000711	77
I58R1A	6400001596	7
I58R1A	6400002735	10
I58R1A	6400001578	67
I58R1A	6400001583	30
I58R1A	6400002790	25
I58R1A	6400001586	1
I58R1A	6400002170	7
I58R1A	6400001501	24
I58R1A	6400003002	28
I58R1A	6400001261	7
I58R1A	6400002342	37
I58R1A	6400000814	7
I58R1A	6400002668	9
I58R1A	6400001587	25
I58R1A	6400002673	40
I58R1A	6400002410	45
I58R1A	6400002965	6
I58R1A	6400001591	22
I58R1A	6400001475	18
I58R1A	6400002100	6
I58R1A	6400000080	46
I58R1A	6400002681	7
