F44R1A	6400000162	68
F44R1A	6400000007	68
F44R1A	6400001263	31
F44R1A	6400002361	12
F44R1A	6400000191	26
F44R1A	6400001560	82
F44R1A	6400001753	70
F44R1A	6400001572	21
F44R1A	6400002363	34
F44R1A	6400002610	43
F44R1A	6400002611	9
F44R1A	6400000287	51
F44R1A	6400001831	21
F44R1A	6400000326	26
F44R1A	6400000318	34
F44R1A	6400000711	51
F44R1A	6400000319	7
F44R1A	6400001596	12
F44R1A	6400002735	9
F44R1A	6400002531	5
F44R1A	6400001578	68
F44R1A	6400002282	43
F44R1A	6400000392	17
F44R1A	6400002790	21
F44R1A	6400000420	7
F44R1A	6400000418	34
F44R1A	6400000394	51
F44R1A	6400002648	39
F44R1A	6400002342	43
F44R1A	6400000814	12
F44R1A	6400001120	17
F44R1A	6400001587	19
F44R1A	6400002673	51
F44R1A	6400002410	51
F44R1A	6400001590	10
F44R1A	6400002390	17
F44R1A	6400002847	13
F44R1A	6400000080	77
F44R1A	6400000609	62
F44R1A	6400002965	5
F43R1A	6400000162	60
F43R1A	6400000007	60
F43R1A	6400001263	27
F43R1A	6400002361	10
F43R1A	6400000191	22
F43R1A	6400001560	72
F43R1A	6400001753	62
F43R1A	6400001572	18
F43R1A	6400002363	30
F43R1A	6400002610	37
F43R1A	6400002611	7
F43R1A	6400000287	45
F43R1A	6400001831	18
F43R1A	6400000326	22
F43R1A	6400000318	30
F43R1A	6400000711	45
F43R1A	6400000319	6
F43R1A	6400001596	12
F43R1A	6400002735	7
F43R1A	6400002531	4
F43R1A	6400001578	60
F43R1A	6400002282	37
F43R1A	6400000392	15
F43R1A	6400002790	18
F43R1A	6400000420	6
F43R1A	6400000418	30
F43R1A	6400000394	45
F43R1A	6400002648	34
F43R1A	6400002342	37
F43R1A	6400000814	10
F43R1A	6400001120	15
F43R1A	6400001587	16
F43R1A	6400002673	45
F43R1A	6400002410	45
F43R1A	6400001590	9
F43R1A	6400002390	15
F43R1A	6400002847	11
F43R1A	6400000080	67
F43R1A	6400000609	54
F43R1A	6400002965	4
F45R1A	6400000162	56
F45R1A	6400000007	56
F45R1A	6400001263	25
F45R1A	6400002361	10
F45R1A	6400000191	21
F45R1A	6400001560	68
F45R1A	6400001753	58
F45R1A	6400001572	17
F45R1A	6400002363	28
F45R1A	6400002610	35
F45R1A	6400002611	7
F45R1A	6400000287	42
